id,name,location,square_meters,price,currency,latitude,longitude,images,created_at,updated_at
1,DIFY Joseph Bonnet - Croix Rousse,"75007 Paris, France",20,180,EUR,48.85580470000001,2.2983766,"https://res.cloudinary.com/dii3bxkby/image/upload/v1752870048/xc51oqgcg5aebzfobz1s.jpg,https://res.cloudinary.com/dii3bxkby/image/upload/v1752870048/hlcr6lflpymefb4rmhay.jpg,https://res.cloudinary.com/dii3bxkby/image/upload/v1752870049/ofu3ib0zi1m4p26uhjkw.jpg,https://res.cloudinary.com/dii3bxkby/image/upload/v1752870050/hfulatp3fzyi4gupmy3y.jpg,https://res.cloudinary.com/dii3bxkby/image/upload/v1752870051/ime1yxk1saroo2n11feq.jpg",Fri Jul 18 2025 22:20:52 GMT+0200 (Central European Summer Time),Fri Jul 18 2025 22:20:52 GMT+0200 (Central European Summer Time)
